,pid,user,date
538,7164456,folone,2013-07-25T11:49:45Z
539,7158797,som-snytt,2013-07-25T06:30:05Z
540,7157628,retronym,2013-07-25T04:25:37Z
541,7148534,lcycon,2013-07-24T19:57:50Z
542,7146440,paulp,2013-07-24T18:46:11Z
543,7133495,som-snytt,2013-07-24T10:43:55Z
544,7131626,gourlaysama,2013-07-24T09:10:40Z
545,7128514,xuwei-k,2013-07-24T05:37:14Z
546,7128459,retronym,2013-07-24T05:30:27Z
547,7121394,folone,2013-07-23T21:35:06Z
548,7121010,paulp,2013-07-23T21:22:18Z
549,7108406,gourlaysama,2013-07-23T14:33:09Z
550,7108086,xeno-by,2013-07-23T14:22:45Z
551,7092650,soc,2013-07-22T22:41:05Z
552,7064275,sschaef,2013-07-21T12:12:23Z
553,7060585,soc,2013-07-20T16:19:38Z
554,7060023,soc,2013-07-20T13:56:08Z
555,7060001,soc,2013-07-20T13:49:35Z
556,7059977,soc,2013-07-20T13:40:57Z
557,7059911,soc,2013-07-20T13:14:43Z
558,7058020,mmilewski,2013-07-20T03:01:38Z
559,7054343,soc,2013-07-19T21:39:30Z
560,7053952,soc,2013-07-19T21:23:47Z
561,7005669,retronym,2013-07-18T06:54:43Z
562,7002453,soc,2013-07-18T01:38:17Z
563,6998623,soc,2013-07-17T22:04:49Z
564,6995522,paulp,2013-07-17T20:15:44Z
565,6987091,soc,2013-07-17T15:30:04Z
566,6975980,rjolly,2013-07-17T07:04:58Z
567,6961763,adriaanm,2013-07-16T18:02:59Z
568,6954360,retronym,2013-07-16T13:59:37Z
569,6946817,retronym,2013-07-16T07:38:55Z
570,6945400,retronym,2013-07-16T05:34:51Z
571,6944954,som-snytt,2013-07-16T04:42:33Z
572,6944184,retronym,2013-07-16T03:12:20Z
573,6943882,retronym,2013-07-16T02:40:00Z
574,6943520,retronym,2013-07-16T02:08:41Z
575,6943307,som-snytt,2013-07-16T01:49:55Z
576,6916316,retronym,2013-07-15T00:22:19Z
577,6913755,Angelfirenze,2013-07-14T13:22:37Z
578,6913641,soc,2013-07-14T12:49:56Z
579,6912628,JunSuzukiJapan,2013-07-14T06:40:55Z
580,6912426,cvogt,2013-07-14T04:58:19Z
581,6911815,xeno-by,2013-07-14T00:58:46Z
582,6911272,etaty,2013-07-13T22:03:06Z
583,6909149,soc,2013-07-13T12:39:25Z
584,6901507,soc,2013-07-12T19:59:55Z
585,6897655,huitseeker,2013-07-12T17:18:51Z
586,6882339,som-snytt,2013-07-12T02:22:08Z
587,6879480,gbasler,2013-07-11T22:53:33Z
588,6878205,som-snytt,2013-07-11T21:57:33Z
589,6877018,densh,2013-07-11T21:12:58Z
590,6853782,retronym,2013-07-11T02:38:59Z
591,6849554,adriaanm,2013-07-10T22:09:39Z
592,6846226,adriaanm,2013-07-10T20:14:32Z
593,6815909,soc,2013-07-09T19:22:31Z
594,6799228,retronym,2013-07-09T07:52:01Z
595,6795060,SethTisue,2013-07-09T01:23:58Z
596,6789506,magarciaEPFL,2013-07-08T20:47:42Z
597,6786489,xeno-by,2013-07-08T18:56:55Z
598,6779704,VladUreche,2013-07-08T14:43:45Z
599,6779621,VladUreche,2013-07-08T14:41:11Z
600,6767546,magarciaEPFL,2013-07-07T22:33:24Z
601,6759796,jedesah,2013-07-06T05:01:30Z
602,6759635,yllan,2013-07-06T04:01:19Z
603,6757888,soc,2013-07-05T22:38:05Z
604,6755501,jedesah,2013-07-05T19:51:51Z
605,6755447,som-snytt,2013-07-05T19:48:46Z
606,6750816,soc,2013-07-05T15:18:31Z
607,6722017,adriaanm,2013-07-04T01:48:45Z
608,6711373,soc,2013-07-03T17:17:30Z
609,6708547,soc,2013-07-03T15:38:14Z
610,6701679,som-snytt,2013-07-03T10:50:52Z
611,6672340,soc,2013-07-02T10:04:04Z
612,6657240,adriaanm,2013-07-01T18:22:41Z
613,6652363,paulp,2013-07-01T15:07:22Z
614,6647182,som-snytt,2013-07-01T11:04:35Z
615,6643838,som-snytt,2013-07-01T07:44:26Z
616,6636723,xuwei-k,2013-06-30T05:11:32Z
617,6621705,adriaanm,2013-06-28T17:11:04Z
618,6617631,lexspoon,2013-06-28T14:32:09Z
619,6604757,soc,2013-06-27T23:13:21Z
620,6603061,densh,2013-06-27T21:55:32Z
621,6600175,soc,2013-06-27T20:11:57Z
622,6591905,xeno-by,2013-06-27T15:12:10Z
623,6590939,yllan,2013-06-27T14:41:46Z
624,6586996,soc,2013-06-27T11:50:52Z
625,6584333,retronym,2013-06-27T09:27:30Z
626,6583735,retronym,2013-06-27T08:57:18Z
627,6583166,phaller,2013-06-27T08:26:29Z
628,6556128,VladUreche,2013-06-26T09:57:49Z
629,6555716,retronym,2013-06-26T09:38:11Z
630,6519651,soc,2013-06-25T00:24:42Z
631,6502183,retronym,2013-06-24T12:34:04Z
632,6492859,soc,2013-06-23T19:51:32Z
633,6492828,soc,2013-06-23T19:45:06Z
634,6491842,jannic,2013-06-23T15:52:43Z
635,6491784,soc,2013-06-23T15:36:50Z
636,6490909,soc,2013-06-23T11:22:00Z
637,6490360,richdougherty,2013-06-23T08:00:19Z
638,6490097,greenrd,2013-06-23T06:20:38Z
639,6487883,som-snytt,2013-06-22T17:28:35Z
640,6485804,huitseeker,2013-06-22T06:58:25Z
641,6485790,huitseeker,2013-06-22T06:53:31Z
642,6483716,adriaanm,2013-06-21T23:30:58Z
643,6479163,soc,2013-06-21T19:39:09Z
644,6458726,adriaanm,2013-06-20T22:56:39Z
645,6449500,som-snytt,2013-06-20T16:58:48Z
646,6442157,magarciaEPFL,2013-06-20T12:13:49Z
647,6427552,retronym,2013-06-19T20:40:24Z
648,6417859,soc,2013-06-19T14:58:23Z
649,6417124,xeno-by,2013-06-19T14:34:38Z
650,6400668,soc,2013-06-18T21:48:26Z
651,6400257,retronym,2013-06-18T21:32:30Z
652,6399610,retronym,2013-06-18T21:08:18Z
653,6367731,adriaanm,2013-06-17T19:07:57Z
654,6366721,gkossakowski,2013-06-17T18:30:23Z
655,6344263,gkossakowski,2013-06-15T20:16:59Z
656,6326798,VladUreche,2013-06-14T14:09:00Z
657,6312357,retronym,2013-06-13T21:30:20Z
658,6307930,retronym,2013-06-13T18:39:03Z
659,6295952,paulp,2013-06-13T10:26:32Z
660,6277541,VladUreche,2013-06-12T16:59:30Z
661,6267582,paulp,2013-06-12T09:44:39Z
662,6248277,vigdorchik,2013-06-11T15:21:15Z
663,6248023,retronym,2013-06-11T15:12:45Z
664,6216574,retronym,2013-06-10T10:23:23Z
665,6216246,retronym,2013-06-10T10:03:34Z
666,6210309,soc,2013-06-09T20:05:22Z
667,6210207,retronym,2013-06-09T19:41:19Z
668,6203261,shlomif,2013-06-08T09:45:38Z
669,6198738,soc,2013-06-07T22:05:29Z
670,6174715,soc,2013-06-06T22:41:23Z
671,6170254,jedesah,2013-06-06T19:50:51Z
672,6165717,retronym,2013-06-06T17:02:40Z
673,6158831,paulp,2013-06-06T13:03:35Z
674,6158773,retronym,2013-06-06T13:01:03Z
675,6157576,retronym,2013-06-06T12:00:19Z
676,6157266,retronym,2013-06-06T11:43:50Z
677,6153626,magarciaEPFL,2013-06-06T08:32:37Z
678,6145757,magarciaEPFL,2013-06-05T22:00:21Z
679,6135864,retronym,2013-06-05T15:47:41Z
680,6134452,retronym,2013-06-05T14:59:47Z
681,6134055,retronym,2013-06-05T14:47:08Z
682,6129173,retronym,2013-06-05T11:11:26Z
683,6126897,retronym,2013-06-05T09:08:53Z
684,6125585,retronym,2013-06-05T07:52:15Z
685,6125299,retronym,2013-06-05T07:32:37Z
686,6114079,paulp,2013-06-04T19:27:57Z
687,6095575,paulp,2013-06-04T04:32:43Z
688,6094003,paulp,2013-06-04T01:50:00Z
689,6088726,xeno-by,2013-06-03T20:55:43Z
690,6065786,retronym,2013-06-02T16:19:15Z
691,6064593,magarciaEPFL,2013-06-02T09:21:13Z
692,6054569,xeno-by,2013-05-31T21:05:00Z
693,6046401,paulp,2013-05-31T15:26:40Z
694,6045725,paulp,2013-05-31T15:00:57Z
695,6042700,retronym,2013-05-31T12:52:44Z
696,6041226,paulp,2013-05-31T11:22:44Z
697,6040303,paulp,2013-05-31T10:25:19Z
698,6027882,retronym,2013-05-30T20:05:46Z
699,6023920,xeno-by,2013-05-30T17:16:51Z
700,6023484,retronym,2013-05-30T16:58:03Z
701,6016692,axel22,2013-05-30T12:40:06Z
702,6012583,retronym,2013-05-30T08:42:56Z
703,6011513,retronym,2013-05-30T07:35:26Z
704,6005197,retronym,2013-05-29T22:34:24Z
705,6003499,JamesIry,2013-05-29T21:21:19Z
706,5977063,JamesIry,2013-05-28T22:30:26Z
707,5976745,soc,2013-05-28T22:14:49Z
708,5968374,magarciaEPFL,2013-05-28T16:47:21Z
709,5944834,t3hnar,2013-05-27T12:29:14Z
710,5944164,retronym,2013-05-27T11:46:18Z
711,5941130,retronym,2013-05-27T08:20:12Z
712,5938293,paulp,2013-05-27T02:15:25Z
713,5937479,paulp,2013-05-26T22:40:52Z
714,5935099,paulp,2013-05-26T11:23:37Z
715,5932797,retronym,2013-05-25T21:14:02Z
716,5926521,adriaanm,2013-05-24T22:07:00Z
717,5921798,adriaanm,2013-05-24T18:34:44Z
718,5915030,paulp,2013-05-24T13:57:11Z
719,5914090,paulp,2013-05-24T13:16:24Z
720,5907530,som-snytt,2013-05-24T06:32:47Z
721,5907392,paulp,2013-05-24T06:19:28Z
722,5903819,paulp,2013-05-23T23:54:50Z
723,5897952,retronym,2013-05-23T19:35:12Z
724,5897549,soc,2013-05-23T19:18:38Z
725,5896472,magarciaEPFL,2013-05-23T18:38:20Z
726,5894398,paulp,2013-05-23T17:17:37Z
727,5882459,som-snytt,2013-05-23T08:33:45Z
728,5881877,som-snytt,2013-05-23T07:57:27Z
729,5879509,paulp,2013-05-23T04:01:28Z
730,5876836,soc,2013-05-22T23:43:42Z
731,5873445,soc,2013-05-22T21:03:27Z
732,5865315,vigdorchik,2013-05-22T16:03:09Z
733,5865166,retronym,2013-05-22T15:58:20Z
734,5860729,xeno-by,2013-05-22T13:23:08Z
735,5840234,retronym,2013-05-21T17:28:12Z
736,5831347,magarciaEPFL,2013-05-21T11:30:30Z
737,5827990,paulp,2013-05-21T08:22:15Z
738,5827234,retronym,2013-05-21T07:29:52Z
739,5819257,JamesIry,2013-05-20T20:52:24Z
740,5810833,paulp,2013-05-20T14:38:28Z
741,5810831,soc,2013-05-20T14:38:25Z
742,5810821,soc,2013-05-20T14:38:08Z
743,5805925,xeno-by,2013-05-20T09:29:48Z
744,5802782,paulp,2013-05-20T03:48:03Z
745,5800288,paulp,2013-05-19T18:39:50Z
746,5798545,paulp,2013-05-19T10:59:54Z
747,5797770,paulp,2013-05-19T06:38:11Z
748,5796769,soc,2013-05-18T23:30:14Z
749,5796521,som-snytt,2013-05-18T22:10:21Z
750,5796479,soc,2013-05-18T21:58:05Z
751,5796320,soc,2013-05-18T21:02:36Z
752,5796319,soc,2013-05-18T21:02:30Z
753,5795780,mt2309,2013-05-18T18:32:57Z
754,5795609,magarciaEPFL,2013-05-18T17:51:03Z
755,5791223,adriaanm,2013-05-17T23:39:29Z
756,5785017,soc,2013-05-17T18:20:37Z
757,5785005,paulp,2013-05-17T18:20:08Z
758,5784443,paulp,2013-05-17T17:56:11Z
759,5777580,retronym,2013-05-17T13:15:47Z
760,5777256,retronym,2013-05-17T12:58:19Z
761,5775180,xeno-by,2013-05-17T10:54:01Z
762,5774750,vigdorchik,2013-05-17T10:27:39Z
763,5774051,xeno-by,2013-05-17T09:45:12Z
764,5770419,paulp,2013-05-17T04:43:57Z
765,5770395,paulp,2013-05-17T04:40:04Z
766,5769888,paulp,2013-05-17T03:32:54Z
767,5756942,viktorklang,2013-05-16T16:14:08Z
768,5756650,soc,2013-05-16T16:03:01Z
769,5746725,rjolly,2013-05-16T08:20:41Z
770,5746403,rjolly,2013-05-16T07:59:37Z
771,5740053,adriaanm,2013-05-15T22:31:44Z
772,5737374,soc,2013-05-15T20:39:23Z
773,5736683,som-snytt,2013-05-15T20:13:39Z
774,5731475,adriaanm,2013-05-15T16:45:57Z
775,5731343,adriaanm,2013-05-15T16:40:05Z
776,5731033,ihji,2013-05-15T16:27:10Z
777,5720949,retronym,2013-05-15T08:41:17Z
778,5714941,soc,2013-05-14T23:24:46Z
779,5704544,soc,2013-05-14T16:19:21Z
780,5704489,soc,2013-05-14T16:17:45Z
781,5703544,kzys,2013-05-14T15:44:46Z
782,5688304,magarciaEPFL,2013-05-13T23:03:50Z
783,5688248,soc,2013-05-13T23:00:46Z
784,5685184,soc,2013-05-13T20:46:32Z
785,5683377,dcsobral,2013-05-13T19:36:04Z
786,5671187,soc,2013-05-13T10:31:08Z
787,5665254,soc,2013-05-12T23:13:07Z
788,5664926,soc,2013-05-12T21:48:15Z
789,5664887,soc,2013-05-12T21:40:34Z
790,5664883,soc,2013-05-12T21:40:05Z
791,5664789,soc,2013-05-12T21:19:34Z
792,5664283,som-snytt,2013-05-12T19:21:22Z
793,5663850,paulp,2013-05-12T17:33:27Z
794,5663392,magarciaEPFL,2013-05-12T15:40:13Z
795,5663070,magarciaEPFL,2013-05-12T14:17:30Z
796,5663062,heathermiller,2013-05-12T14:14:58Z
797,5662976,xeno-by,2013-05-12T13:50:22Z
798,5657727,xeno-by,2013-05-11T10:12:55Z
799,5649341,som-snytt,2013-05-10T18:44:11Z
800,5648457,viktorklang,2013-05-10T18:01:24Z
801,5647513,phaller,2013-05-10T17:20:19Z
802,5647478,viktorklang,2013-05-10T17:18:17Z
803,5646963,viktorklang,2013-05-10T16:51:36Z
804,5621785,soc,2013-05-09T15:39:05Z
805,5616877,xeno-by,2013-05-09T10:55:37Z
806,5616365,xeno-by,2013-05-09T10:16:33Z
807,5605113,xeno-by,2013-05-08T20:08:09Z
808,5598063,paulp,2013-05-08T15:22:27Z
809,5596253,viktorklang,2013-05-08T14:15:23Z
810,5594642,paulp,2013-05-08T13:04:58Z
811,5591053,phaller,2013-05-08T09:32:54Z
812,5570306,xeno-by,2013-05-07T14:18:27Z
813,5539453,rladstaetter,2013-05-06T04:55:48Z
814,5535647,xeno-by,2013-05-05T13:57:18Z
815,5534743,igormoreno,2013-05-05T08:24:03Z
816,5531877,magarciaEPFL,2013-05-04T16:12:03Z
817,5531469,xeno-by,2013-05-04T14:24:33Z
818,5528687,paulp,2013-05-04T00:41:21Z
819,5526643,paulp,2013-05-03T22:00:39Z
820,5524603,paulp,2013-05-03T20:18:14Z
821,5513900,ihji,2013-05-03T11:41:32Z
822,5510634,som-snytt,2013-05-03T07:26:38Z
823,5505928,paulp,2013-05-02T22:51:07Z
824,5505682,paulp,2013-05-02T22:36:47Z
825,5504723,paulp,2013-05-02T21:49:53Z
826,5494227,magarciaEPFL,2013-05-02T14:43:00Z
827,5491834,magarciaEPFL,2013-05-02T12:46:44Z
828,5490527,adriaanm,2013-05-02T11:25:08Z
829,5471302,retronym,2013-05-01T14:37:56Z
830,5469554,martinmcnulty,2013-05-01T12:32:48Z
831,5469124,martinmcnulty,2013-05-01T11:47:38Z
832,5467280,magarciaEPFL,2013-05-01T08:39:28Z
833,5458402,som-snytt,2013-04-30T20:19:13Z
834,5453471,ihji,2013-04-30T16:44:18Z
835,5451275,paulp,2013-04-30T15:20:42Z
836,5448089,adriaanm,2013-04-30T13:08:24Z
837,5447739,soc,2013-04-30T12:50:11Z
838,5443218,paulp,2013-04-30T08:13:52Z
839,5443197,paulp,2013-04-30T08:12:15Z
840,5442483,paulp,2013-04-30T07:16:40Z
841,5441823,ihji,2013-04-30T06:09:28Z
842,5436099,paulp,2013-04-29T21:47:14Z
843,5422532,martinmcnulty,2013-04-29T12:10:03Z
844,5413859,paulp,2013-04-28T16:39:03Z
845,5413043,retronym,2013-04-28T13:10:38Z
846,5412789,xeno-by,2013-04-28T11:48:56Z
847,5412628,retronym,2013-04-28T10:58:09Z
848,5409550,magarciaEPFL,2013-04-27T18:41:56Z
849,5408300,xeno-by,2013-04-27T13:47:40Z
850,5407745,magarciaEPFL,2013-04-27T11:08:42Z
851,5407286,magarciaEPFL,2013-04-27T09:06:06Z
852,5406503,paulp,2013-04-27T05:02:26Z
853,5404296,paulp,2013-04-26T23:09:27Z
854,5401436,paulp,2013-04-26T20:40:09Z
855,5400062,paulp,2013-04-26T19:36:08Z
856,5394850,vigdorchik,2013-04-26T15:38:19Z
857,5392679,magarciaEPFL,2013-04-26T14:09:56Z
858,5375086,magarciaEPFL,2013-04-25T18:43:58Z
859,5373841,magarciaEPFL,2013-04-25T17:53:53Z
860,5370872,huitseeker,2013-04-25T15:50:59Z
861,5365895,heathermiller,2013-04-25T12:37:41Z
862,5365305,namin,2013-04-25T12:04:02Z
863,5365089,paulp,2013-04-25T11:51:10Z
864,5356062,som-snytt,2013-04-24T23:13:59Z
865,5354972,magarciaEPFL,2013-04-24T22:14:52Z
866,5351048,paulp,2013-04-24T19:28:53Z
867,5346274,paulp,2013-04-24T16:07:41Z
868,5345376,soc,2013-04-24T15:36:01Z
869,5344295,soc,2013-04-24T14:56:59Z
870,5338375,retronym,2013-04-24T10:04:38Z
871,5334868,retronym,2013-04-24T06:11:21Z
872,5333129,paulp,2013-04-24T02:41:34Z
873,5330177,paulp,2013-04-23T22:43:14Z
874,5327310,paulp,2013-04-23T20:39:00Z
875,5325632,retronym,2013-04-23T19:32:51Z
876,5320191,soc,2013-04-23T15:47:45Z
877,5313734,soc,2013-04-23T10:58:26Z
878,5310211,retronym,2013-04-23T07:20:09Z
879,5295783,som-snytt,2013-04-22T16:26:23Z
880,5294057,paulp,2013-04-22T15:17:52Z
881,5291974,bjornregnell,2013-04-22T13:56:06Z
882,5289210,hubertp,2013-04-22T11:30:08Z
883,5281259,aldenml,2013-04-21T20:04:04Z
884,5280467,paulp,2013-04-21T17:18:05Z
885,5279132,paulp,2013-04-21T11:26:09Z
886,5278943,rjolly,2013-04-21T10:27:17Z
887,5277837,gaohao,2013-04-21T03:07:10Z
888,5277219,paulp,2013-04-20T22:56:23Z
889,5277043,paulp,2013-04-20T21:59:56Z
890,5274306,retronym,2013-04-20T10:09:29Z
891,5274189,retronym,2013-04-20T09:25:50Z
892,5271483,som-snytt,2013-04-19T23:10:09Z
893,5270681,paulp,2013-04-19T22:12:06Z
894,5268606,paulp,2013-04-19T20:21:31Z
895,5258434,soc,2013-04-19T12:05:52Z
896,5258431,soc,2013-04-19T12:05:22Z
897,5258430,soc,2013-04-19T12:05:16Z
898,5257638,soc,2013-04-19T11:10:49Z
899,5247987,retronym,2013-04-18T21:44:41Z
900,5244176,paulp,2013-04-18T19:00:57Z
901,5230378,magarciaEPFL,2013-04-18T07:58:15Z
902,5224419,paulp,2013-04-17T22:41:23Z
903,5224386,paulp,2013-04-17T22:40:00Z
904,5223535,paulp,2013-04-17T21:55:46Z
905,5215599,paulp,2013-04-17T16:18:43Z
906,5213709,vigdorchik,2013-04-17T15:09:30Z
907,5211210,vigdorchik,2013-04-17T13:35:28Z
908,5206391,retronym,2013-04-17T09:01:48Z
909,5199929,sschaef,2013-04-16T23:05:37Z
910,5185110,vigdorchik,2013-04-16T12:41:05Z
911,5181065,rjolly,2013-04-16T08:35:58Z
912,5180441,huitseeker,2013-04-16T07:48:45Z
913,5177362,adriaanm,2013-04-16T01:54:09Z
914,5175862,som-snytt,2013-04-15T23:45:28Z
915,5162507,paulp,2013-04-15T13:34:32Z
916,5160666,huitseeker,2013-04-15T11:54:06Z
917,5160486,retronym,2013-04-15T11:42:59Z
918,5160039,vigdorchik,2013-04-15T11:13:22Z
919,5158529,retronym,2013-04-15T09:41:08Z
920,5145456,retronym,2013-04-13T07:43:53Z
921,5143845,paulp,2013-04-13T00:21:59Z
922,5129087,vigdorchik,2013-04-12T12:07:42Z
923,5119078,som-snytt,2013-04-11T22:00:15Z
924,5111318,som-snytt,2013-04-11T16:34:29Z
925,5103513,bjornregnell,2013-04-11T10:17:12Z
926,5081569,vigdorchik,2013-04-10T13:07:34Z
927,5081457,vigdorchik,2013-04-10T13:02:37Z
928,5080488,soc,2013-04-10T12:12:25Z
929,5072937,paulp,2013-04-10T01:21:36Z
930,5059717,jamespic,2013-04-09T15:09:57Z
931,5052741,vigdorchik,2013-04-09T09:19:02Z
932,5051948,vigdorchik,2013-04-09T08:30:57Z
933,5050360,retronym,2013-04-09T06:13:57Z
934,5048028,paulp,2013-04-09T01:33:01Z
935,5047369,adriaanm,2013-04-09T00:36:24Z
936,5042695,paulp,2013-04-08T20:29:48Z
937,5039462,adriaanm,2013-04-08T18:13:36Z
938,5036571,paulp,2013-04-08T16:03:29Z
939,5036118,retronym,2013-04-08T15:46:33Z
940,5035134,rjolly,2013-04-08T15:09:41Z
941,5032335,retronym,2013-04-08T13:12:09Z
942,5029803,vigdorchik,2013-04-08T10:29:14Z
943,5026775,retronym,2013-04-08T07:07:45Z
944,5022267,u-abramchuk,2013-04-07T17:24:04Z
945,5021329,vigdorchik,2013-04-07T13:29:12Z
946,5019123,gkossakowski,2013-04-07T01:59:24Z
947,5017152,paulp,2013-04-06T17:31:28Z
948,5016432,retronym,2013-04-06T14:49:28Z
949,5005835,ihji,2013-04-05T17:17:32Z
950,4992962,adriaanm,2013-04-05T02:15:32Z
951,4991433,adriaanm,2013-04-04T23:55:59Z
952,4988858,xeno-by,2013-04-04T21:34:39Z
953,4988345,paulp,2013-04-04T21:13:21Z
954,4988225,sschaef,2013-04-04T21:08:40Z
955,4987219,adriaanm,2013-04-04T20:26:56Z
956,4983916,adriaanm,2013-04-04T18:02:20Z
957,4981099,soc,2013-04-04T16:02:36Z
958,4975585,vigdorchik,2013-04-04T11:48:54Z
959,4964250,som-snytt,2013-04-03T21:01:31Z
960,4955208,xeno-by,2013-04-03T14:46:48Z
961,4939273,paulp,2013-04-02T20:23:21Z
962,4933214,adriaanm,2013-04-02T16:04:10Z
963,4931584,adriaanm,2013-04-02T15:02:56Z
964,4930203,vigdorchik,2013-04-02T14:08:05Z
965,4928873,retronym,2013-04-02T13:03:11Z
966,4928104,retronym,2013-04-02T12:17:57Z
967,4926938,soc,2013-04-02T10:57:12Z
968,4922465,paulp,2013-04-02T04:34:47Z
969,4902051,folone,2013-03-31T16:13:58Z
970,4896874,igormoreno,2013-03-30T11:57:41Z
971,4896088,som-snytt,2013-03-30T06:28:41Z
972,4889612,retronym,2013-03-29T18:27:47Z
973,4889303,retronym,2013-03-29T18:09:33Z
974,4884291,retronym,2013-03-29T12:50:01Z
975,4882980,vigdorchik,2013-03-29T10:33:07Z
976,4879679,paulp,2013-03-29T03:07:20Z
977,4875589,som-snytt,2013-03-28T21:40:16Z
978,4874168,paulp,2013-03-28T20:33:50Z
979,4870285,adriaanm,2013-03-28T17:47:44Z
980,4860379,vigdorchik,2013-03-28T09:38:42Z
981,4854534,som-snytt,2013-03-27T23:21:07Z
982,4847153,paulp,2013-03-27T17:56:28Z
983,4845973,paulp,2013-03-27T17:11:04Z
984,4841616,retronym,2013-03-27T14:28:36Z
985,4834329,soc,2013-03-27T05:48:33Z
986,4833146,paulp,2013-03-27T03:02:43Z
987,4830427,retronym,2013-03-26T23:14:46Z
988,4821503,kzys,2013-03-26T16:48:59Z
989,4821300,mighdoll,2013-03-26T16:41:18Z
990,4817235,retronym,2013-03-26T14:11:06Z
991,4816876,retronym,2013-03-26T13:54:14Z
992,4816860,retronym,2013-03-26T13:53:21Z
993,4813662,vigdorchik,2013-03-26T10:41:22Z
994,4812610,som-snytt,2013-03-26T09:35:13Z
995,4810874,adriaanm,2013-03-26T06:59:47Z
996,4802438,vigdorchik,2013-03-25T20:12:05Z
997,4797244,retronym,2013-03-25T16:33:50Z
998,4795212,retronym,2013-03-25T15:15:59Z
999,4794988,retronym,2013-03-25T15:06:10Z
1000,4792439,Atry,2013-03-25T13:06:58Z
1001,4791793,sullivan-,2013-03-25T12:24:57Z
1002,4791540,sullivan-,2013-03-25T12:09:21Z
1003,4791215,retronym,2013-03-25T11:46:42Z
1004,4788324,retronym,2013-03-25T08:19:25Z
1005,4787062,adriaanm,2013-03-25T05:37:29Z
1006,4786534,starblood,2013-03-25T04:08:50Z
1007,4786308,starblood,2013-03-25T03:36:25Z
1008,4786005,starblood,2013-03-25T02:48:48Z
1009,4785740,starblood,2013-03-25T02:02:23Z
1010,4782311,retronym,2013-03-24T13:19:54Z
1011,4781582,retronym,2013-03-24T08:50:12Z
1012,4779854,som-snytt,2013-03-23T21:31:18Z
1013,4778377,som-snytt,2013-03-23T15:51:33Z
1014,4778224,adriaanm,2013-03-23T15:14:55Z
1015,4778096,retronym,2013-03-23T14:37:03Z
1016,4777611,retronym,2013-03-23T12:04:58Z
1017,4777579,retronym,2013-03-23T11:55:25Z
1018,4777071,retronym,2013-03-23T08:50:13Z
1019,4773808,adriaanm,2013-03-22T22:26:34Z
1020,4770854,paulp,2013-03-22T19:57:18Z
1021,4769780,paulp,2013-03-22T19:05:36Z
1022,4736544,vigdorchik,2013-03-21T10:43:18Z
1023,4734454,vigdorchik,2013-03-21T08:24:20Z
1024,4733701,vigdorchik,2013-03-21T07:01:15Z
1025,4730006,demobox,2013-03-21T00:09:44Z
1026,4717733,xeno-by,2013-03-20T15:24:30Z
1027,4717319,xeno-by,2013-03-20T15:09:21Z
1028,4700203,kzys,2013-03-19T19:11:09Z
1029,4699036,paulp,2013-03-19T18:23:55Z
1030,4698036,kzys,2013-03-19T17:44:49Z
1031,4696989,kzys,2013-03-19T17:05:14Z
1032,4696950,vigdorchik,2013-03-19T17:03:39Z
1033,4673801,xeno-by,2013-03-18T17:36:30Z
1034,4668639,soc,2013-03-18T14:11:05Z
1035,4667762,vigdorchik,2013-03-18T13:25:05Z
1036,4657874,vigdorchik,2013-03-17T14:29:10Z
1037,4656383,som-snytt,2013-03-17T05:05:36Z
1038,4654245,retronym,2013-03-16T18:44:41Z
1039,4653851,retronym,2013-03-16T17:17:06Z
1040,4653447,retronym,2013-03-16T15:40:46Z
1041,4653068,xeno-by,2013-03-16T14:04:23Z
1042,4652908,paulp,2013-03-16T13:11:07Z
1043,4652785,rjolly,2013-03-16T12:25:31Z
1044,4648811,Blaisorblade,2013-03-15T22:10:50Z
1045,4645231,rjolly,2013-03-15T19:08:37Z
1046,4644742,mesagie,2013-03-15T18:47:01Z
1047,4641870,soc,2013-03-15T16:39:05Z
1048,4641727,som-snytt,2013-03-15T16:32:06Z
1049,4634867,Blaisorblade,2013-03-15T10:20:20Z
1050,4616648,paulp,2013-03-14T14:51:35Z
1051,4615531,JamesIry,2013-03-14T14:04:37Z
1052,4611378,vigdorchik,2013-03-14T09:40:43Z
1053,4604752,retronym,2013-03-13T22:36:12Z
1054,4604545,paulp,2013-03-13T22:24:40Z
1055,4601663,retronym,2013-03-13T20:10:53Z
1056,4595225,soc,2013-03-13T15:44:01Z
1057,4595116,soc,2013-03-13T15:39:39Z
1058,4595109,soc,2013-03-13T15:39:28Z
1059,4595106,soc,2013-03-13T15:39:25Z
1060,4593892,retronym,2013-03-13T14:52:02Z
1061,4590012,retronym,2013-03-13T11:15:01Z
1062,4589292,paulp,2013-03-13T10:32:14Z
1063,4588995,retronym,2013-03-13T10:14:44Z
1064,4587512,paulp,2013-03-13T08:34:24Z
1065,4584714,JamesIry,2013-03-13T02:48:45Z
1066,4583587,adriaanm,2013-03-13T00:44:01Z
1067,4580248,adriaanm,2013-03-12T21:24:29Z
1068,4573061,paulp,2013-03-12T16:34:23Z
1069,4569886,paulp,2013-03-12T14:36:26Z
1070,4562412,adriaanm,2013-03-12T05:38:24Z
1071,4561570,som-snytt,2013-03-12T03:46:30Z
1072,4553237,retronym,2013-03-11T19:02:51Z
1073,4543968,vigdorchik,2013-03-11T12:07:41Z
1074,4542374,xeno-by,2013-03-11T10:16:07Z
